ID,가격
TEST_00122,20.740227
TEST_00123,34.179367
TEST_00124,41.612576
TEST_00125,80.56566
TEST_00126,33.92906
TEST_00127,22.081287
TEST_00128,93.86768
TEST_00129,50.413536
TEST_00130,25.569717
TEST_00131,19.255878
TEST_00132,61.58056
TEST_00133,25.100048
TEST_00134,119.811325
TEST_00135,19.97073
TEST_00136,17.086098
TEST_00137,11.385368
TEST_00138,22.755142
TEST_00139,47.37166
TEST_00140,116.20261
TEST_00141,118.37139
TEST_00142,30.922436
TEST_00143,22.625288
TEST_00144,31.881104
TEST_00145,21.51211
TEST_00146,88.31949
TEST_00147,54.683586
TEST_00148,37.137764
TEST_00149,94.849915
TEST_00150,108.71301
TEST_00151,30.26506
TEST_00152,78.202736
TEST_00153,29.646309
TEST_00154,63.999424
TEST_00155,21.085608
TEST_00156,4.9018025
TEST_00157,91.60661
TEST_00158,93.011955
TEST_00159,69.60069
TEST_00160,60.139942
TEST_00161,75.9025
TEST_00162,35.91532
TEST_00163,105.63472
TEST_00164,121.53163
TEST_00165,22.046078
TEST_00166,99.973434
TEST_00167,125.62253
TEST_00168,79.51747
TEST_00169,13.058259
TEST_00170,23.15997
TEST_00171,51.623566
TEST_00172,27.416553
TEST_00173,24.248543
TEST_00174,58.7062
TEST_00175,39.484093
TEST_00176,31.746288
TEST_00177,45.990562
TEST_00178,70.345
TEST_00179,31.977333
TEST_00180,14.400533
TEST_00181,20.411942
TEST_00182,56.952187
TEST_00183,9.699935
TEST_00184,22.979311
TEST_00185,101.85597
TEST_00186,49.180824
TEST_00187,41.210888
TEST_00188,113.79555
TEST_00189,43.303093
TEST_00190,65.44716
TEST_00191,58.783195
TEST_00192,46.16236
TEST_00193,101.126755
TEST_00194,108.42683
TEST_00195,79.001976
TEST_00196,31.216236
TEST_00197,52.532825
TEST_00198,132.09518
TEST_00199,14.615397
TEST_00200,50.732628
TEST_00201,27.32038
TEST_00202,37.945328
TEST_00203,41.37803
TEST_00204,31.140966
TEST_00205,72.10041
TEST_00206,51.38595
TEST_00207,50.2118
TEST_00208,25.08923
TEST_00209,107.654884
TEST_00210,49.22067
TEST_00211,25.471613
TEST_00212,29.376297
TEST_00213,79.43741
TEST_00214,74.38088
TEST_00215,39.49653
TEST_00216,94.72797
TEST_00217,131.53177
TEST_00218,20.227196
TEST_00219,25.191837
TEST_00220,33.240612
TEST_00221,38.47621
TEST_00222,42.464993
TEST_00223,26.495678
TEST_00224,57.87484
TEST_00225,16.050545
TEST_00226,47.33161
TEST_00227,111.025604
TEST_00228,56.40352
TEST_00229,40.202606
TEST_00230,36.32519
TEST_00231,127.196915
TEST_00232,121.849785
TEST_00233,55.79738
TEST_00234,119.137505
TEST_00235,19.976463
TEST_00236,21.55316
TEST_00237,41.553024
TEST_00238,61.190002
TEST_00239,17.185074
TEST_00240,5.8863335
TEST_00241,11.846806
TEST_00242,51.78695
TEST_00243,104.32721
TEST_00244,27.544855
TEST_00245,45.7687
TEST_00246,109.60942
TEST_00247,41.736782
TEST_00248,14.052123
TEST_00249,11.909157
TEST_00250,71.27402
TEST_00251,37.568024
TEST_00252,26.475376
TEST_00253,27.698462
TEST_00254,53.963528
TEST_00255,38.20913
TEST_00256,90.612175
TEST_00257,136.80167
TEST_00258,63.423107
TEST_00259,41.322678
TEST_00260,40.43988
TEST_00261,100.00056
TEST_00262,48.81316
TEST_00263,14.191039
TEST_00264,97.35659
TEST_00265,37.55772
TEST_00266,17.946674
TEST_00267,27.144127
TEST_00268,61.4725
TEST_00269,17.233854
TEST_00270,41.99066
TEST_00271,21.67813
TEST_00272,23.166368
TEST_00273,18.42682
TEST_00274,129.00032
TEST_00275,105.74817
TEST_00276,24.696026
TEST_00277,57.468
TEST_00278,68.53562
TEST_00279,34.386574
TEST_00280,53.948555
TEST_00281,10.30382
TEST_00282,5.228924
TEST_00283,33.043648
TEST_00284,29.50194
TEST_00285,92.72353
TEST_00286,120.341095
TEST_00287,103.82208
TEST_00288,119.55713
TEST_00289,60.270897
TEST_00290,75.149
TEST_00291,25.53521
TEST_00292,19.658339
TEST_00293,9.466692
TEST_00294,52.538635
TEST_00295,28.602983
TEST_00296,46.129147
TEST_00297,40.795937
TEST_00298,14.6341095
TEST_00299,5.4308805
TEST_00300,25.003237
TEST_00301,19.454498
TEST_00302,34.61142
TEST_00303,101.5934
TEST_00304,43.650772
TEST_00305,101.70891
TEST_00306,40.43897
TEST_00307,28.525558
TEST_00308,26.269047
TEST_00309,61.709408
TEST_00310,28.861921
TEST_00311,28.234291
TEST_00312,25.799118
TEST_00313,75.03903
TEST_00314,49.35895
TEST_00315,19.223595
TEST_00316,51.245247
TEST_00317,13.207591
TEST_00318,49.12906
TEST_00319,28.801805
TEST_00320,8.932398
TEST_00321,97.636536
TEST_00322,28.438969
TEST_00323,90.42909
TEST_00324,42.682762
TEST_00325,22.191454
TEST_00326,62.810646
TEST_00327,26.243183
TEST_00328,25.482605
TEST_00329,87.541084
TEST_00330,65.42268
TEST_00331,29.340988
TEST_00332,116.59209
TEST_00333,116.41261
TEST_00334,34.36121
TEST_00335,118.25639
TEST_00336,89.46924
TEST_00337,40.780018
TEST_00338,29.206825
TEST_00339,24.63218
TEST_00340,74.221466
TEST_00341,12.697786
TEST_00342,143.42436
TEST_00343,130.48051
TEST_00344,30.693953
TEST_00345,16.632246
TEST_00346,25.802336
TEST_00347,34.478973
TEST_00348,18.76531
TEST_00349,62.44677
TEST_00350,114.18965
TEST_00351,91.47548
TEST_00352,85.72892
TEST_00353,48.126076
TEST_00354,28.341179
TEST_00355,29.615353
TEST_00356,18.056519
TEST_00357,30.522385
TEST_00358,18.370588
TEST_00359,47.511093
TEST_00360,8.510845
TEST_00361,39.207798
TEST_00362,11.713182
TEST_00363,23.648863
TEST_00364,47.710632
TEST_00365,21.404064
TEST_00366,82.90278
TEST_00367,62.570374
TEST_00368,12.732966
TEST_00369,92.48658
TEST_00370,17.124704
TEST_00371,12.443951
TEST_00372,9.380426
TEST_00373,87.92384
TEST_00374,92.11267
TEST_00375,21.196857
TEST_00376,64.34717
TEST_00377,31.736809
TEST_00378,41.46752
TEST_00379,68.40289
TEST_00380,29.98199
TEST_00381,55.03293
TEST_00382,25.786942
TEST_00383,74.6893
TEST_00384,45.1914
TEST_00385,23.23821
TEST_00386,120.8887
TEST_00387,9.605321
TEST_00388,119.33734
TEST_00389,18.441036
TEST_00390,19.714344
TEST_00391,20.307589
TEST_00392,27.32899
TEST_00393,124.28382
TEST_00394,96.08824
TEST_00395,12.898358
TEST_00396,34.049862
TEST_00397,106.53871
TEST_00398,25.657408
TEST_00399,51.134953
TEST_00400,102.75393
TEST_00401,10.021369
TEST_00402,43.005524
TEST_00403,20.284107
TEST_00404,35.379883
TEST_00405,35.641666
TEST_00406,123.78261
TEST_00407,71.84377
TEST_00408,105.873566
TEST_00409,39.746384
TEST_00410,31.383673
TEST_00411,26.92655
TEST_00412,5.074088
TEST_00413,102.25516
TEST_00414,8.453595
TEST_00415,117.522964
TEST_00416,31.815622
TEST_00417,48.9206
TEST_00418,41.513763
TEST_00419,107.607254
TEST_00420,119.96872
TEST_00421,42.23071
TEST_00422,43.458443
TEST_00423,68.74321
TEST_00424,13.473877
TEST_00425,17.916334
TEST_00426,68.405556
TEST_00427,85.05016
TEST_00428,15.201834
TEST_00429,71.235306
TEST_00430,53.33425
TEST_00431,19.202173
TEST_00432,139.65381
TEST_00433,11.286374
TEST_00434,123.521
TEST_00435,55.65268
TEST_00436,29.070606
TEST_00437,71.2293
TEST_00438,50.246643
TEST_00439,74.86713
TEST_00440,17.151155
TEST_00441,30.843204
TEST_00442,122.95036
TEST_00443,110.21826
TEST_00444,25.0733
TEST_00445,27.409311
TEST_00446,131.12369
TEST_00447,22.959587
TEST_00448,57.818474
TEST_00449,27.127537
TEST_00450,96.72409
TEST_00451,22.446024
TEST_00452,29.446705
TEST_00453,54.640102
TEST_00454,94.2663
TEST_00455,36.503757
TEST_00456,30.945347
TEST_00457,115.30402
TEST_00458,24.654587
TEST_00459,29.231186
TEST_00460,29.011574
TEST_00461,10.081485
TEST_00462,9.079208
TEST_00463,35.06643
TEST_00464,99.52936
TEST_00465,43.380737
TEST_00466,13.683495
TEST_00467,43.876186
TEST_00468,38.346527
TEST_00469,9.884747
TEST_00470,10.704667
TEST_00471,15.7861395
TEST_00472,50.564964
TEST_00473,84.80371
TEST_00474,18.406437
TEST_00475,120.282394
TEST_00476,49.452343
TEST_00477,62.98068
TEST_00478,83.353355
TEST_00479,19.184084
TEST_00480,20.802084
TEST_00481,43.066757
TEST_00482,13.822838
TEST_00483,88.87882
TEST_00484,57.803658
TEST_00485,54.16576
TEST_00486,45.24626
TEST_00487,23.855526
TEST_00488,74.27644
TEST_00489,127.38846
TEST_00490,67.00824
TEST_00491,27.542
TEST_00492,60.94549
TEST_00493,12.28129
TEST_00494,50.988956
TEST_00495,8.293381
TEST_00496,24.087502
TEST_00497,15.165155
TEST_00498,91.049576
TEST_00499,21.176548
TEST_00500,62.07563
TEST_00501,86.206345
TEST_00502,126.25816
TEST_00503,123.70131
TEST_00504,26.15876
TEST_00505,25.872913
TEST_00506,9.427252
TEST_00507,38.476933
TEST_00508,39.483047
TEST_00509,19.020657
TEST_00510,79.91218
TEST_00511,29.306625
TEST_00512,28.549719
TEST_00513,12.961157
TEST_00514,25.751953
TEST_00515,38.575573
TEST_00516,41.36872
TEST_00517,27.501358
TEST_00518,71.654396
TEST_00519,28.167227
TEST_00520,103.699646
TEST_00521,110.02439
TEST_00522,127.43695
TEST_00523,57.579613
TEST_00524,44.866734
TEST_00525,34.686836
TEST_00526,108.72127
TEST_00527,92.1795
TEST_00528,28.462423
TEST_00529,17.506191
TEST_00530,18.931795
TEST_00531,38.68554
TEST_00532,82.395676
TEST_00533,46.847054
TEST_00534,122.996735
TEST_00535,80.46267
TEST_00536,125.60103
TEST_00537,52.73169
TEST_00538,56.82447
TEST_00539,38.683884
TEST_00540,72.872284
TEST_00541,21.87577
TEST_00542,60.202652
TEST_00543,64.510994
TEST_00544,61.877472
TEST_00545,130.30098
TEST_00546,2.397086
TEST_00547,113.18074
TEST_00548,8.030666
TEST_00549,13.521257
TEST_00550,100.077255
TEST_00551,43.507935
TEST_00552,22.58934
TEST_00553,106.63336
TEST_00554,60.881027
TEST_00555,69.017715
TEST_00556,83.742325
TEST_00557,19.848017
TEST_00558,65.10574
TEST_00559,139.95964
TEST_00560,68.51752
TEST_00561,71.35567
TEST_00562,104.84004
TEST_00563,19.964352
TEST_00564,24.011955
TEST_00565,75.83234
TEST_00566,32.427116
TEST_00567,50.345856
TEST_00568,52.994003
TEST_00569,16.654278
TEST_00570,19.828093
TEST_00571,106.6935
TEST_00572,15.634745
TEST_00573,32.710835
TEST_00574,33.140965
TEST_00575,68.643196
TEST_00576,99.79497
TEST_00577,100.61396
TEST_00578,19.787401
TEST_00579,90.501625
TEST_00580,13.00923
TEST_00581,31.054829
TEST_00582,74.87811
TEST_00583,69.06975
TEST_00584,117.817055
TEST_00585,27.670368
TEST_00586,17.658133
TEST_00587,43.63804
TEST_00588,84.46269
TEST_00589,45.81707
TEST_00590,26.109552
TEST_00591,19.566387
TEST_00592,21.398655
TEST_00593,92.31311
TEST_00594,32.760582
TEST_00595,52.032066
TEST_00596,68.34059
TEST_00597,103.66319
TEST_00598,133.10689
TEST_00599,36.216568
TEST_00600,37.706364
TEST_00601,7.826995
TEST_00602,75.926414
TEST_00603,25.698215
TEST_00604,28.705074
TEST_00605,20.538872
TEST_00606,24.011402
TEST_00607,53.208733
TEST_00608,117.177155
TEST_00609,36.33581
TEST_00610,36.178272
TEST_00611,22.790943
TEST_00612,31.014954
TEST_00613,26.816986
TEST_00614,66.16411
TEST_00615,25.092155
TEST_00616,128.15695
TEST_00617,29.606659
TEST_00618,56.961708
TEST_00619,46.876926
TEST_00620,23.237549
TEST_00621,50.55599
TEST_00622,44.117393
TEST_00623,37.584057
TEST_00624,33.399853
TEST_00625,74.973694
TEST_00626,40.779743
TEST_00627,30.108599
TEST_00628,71.11601
TEST_00629,144.61734
TEST_00630,21.3405
TEST_00631,76.31611
TEST_00632,29.668163
TEST_00633,66.03434
TEST_00634,76.64126
TEST_00635,23.9584
TEST_00636,15.94627
TEST_00637,113.38281
TEST_00638,24.481834
TEST_00639,12.813435
TEST_00640,16.31608
TEST_00641,61.8154
TEST_00642,28.59151
TEST_00643,9.984659
TEST_00644,43.69223
TEST_00645,82.57301
TEST_00646,64.43206
TEST_00647,90.72227
TEST_00648,125.326515
TEST_00649,39.943615
TEST_00650,32.185623
TEST_00651,20.086277
TEST_00652,32.237644
TEST_00653,56.40403
TEST_00654,56.01951
TEST_00655,17.453232
TEST_00656,98.60225
TEST_00657,68.77162
TEST_00658,22.691183
TEST_00659,130.60114
TEST_00660,35.735573
TEST_00661,32.117756
TEST_00662,38.78276
TEST_00663,9.223208
TEST_00664,23.569363
TEST_00665,54.762108
TEST_00666,39.94095
TEST_00667,15.917473
TEST_00668,48.126987
TEST_00669,24.6937
TEST_00670,53.964886
TEST_00671,49.01763
TEST_00672,64.766556
TEST_00673,26.97997
TEST_00674,26.572529
TEST_00675,27.179363
TEST_00676,33.567074
TEST_00677,18.637701
TEST_00678,26.564667
TEST_00679,22.995056
TEST_00680,25.061615
TEST_00681,123.61749
TEST_00682,55.638527
TEST_00683,53.869766
TEST_00684,79.74471
TEST_00685,43.991898
TEST_00686,40.070057
TEST_00687,71.69995
TEST_00688,3.8552628
TEST_00689,22.386244
TEST_00690,79.57188
TEST_00691,43.337227
TEST_00692,44.650578
TEST_00693,22.841345
TEST_00694,70.51327
TEST_00695,40.150887
TEST_00696,73.49518
TEST_00697,25.362946
TEST_00698,26.40269
TEST_00699,20.23433
TEST_00700,48.60971
TEST_00701,46.53643
TEST_00702,89.53125
TEST_00703,56.86338
TEST_00704,6.667389
TEST_00705,21.731771
TEST_00706,28.554363
TEST_00707,127.89279
TEST_00708,57.722984
TEST_00709,29.393791
TEST_00710,119.94093
TEST_00711,108.611664
TEST_00712,19.050087
TEST_00713,44.40916
TEST_00714,27.717085
TEST_00715,26.751602
TEST_00716,62.244423
TEST_00717,54.64754
TEST_00718,8.405611
TEST_00719,30.027206
TEST_00720,27.946623
TEST_00721,98.13899
TEST_00722,22.088362
TEST_00723,65.67707
TEST_00724,110.53899
TEST_00725,21.114948
TEST_00726,105.77579
TEST_00727,42.252228
TEST_00728,72.747444
TEST_00729,43.88673
TEST_00730,98.8565
TEST_00731,76.66342
TEST_00732,35.695984
TEST_00733,32.06085
TEST_00734,97.94118
TEST_00735,48.505173
TEST_00736,36.42165
TEST_00737,29.210207
TEST_00738,106.51613
TEST_00739,141.03693
TEST_00740,66.32997
TEST_00741,111.883804
TEST_00742,19.021027
TEST_00743,64.159615
TEST_00744,23.420845
TEST_00745,38.614567
TEST_00746,15.047816
TEST_00747,16.188713
TEST_00748,33.70336
TEST_00749,43.869484
TEST_00750,29.625393
TEST_00751,18.43912
TEST_00752,50.008453
TEST_00753,97.45251
TEST_00754,20.771145
TEST_00755,24.29221
TEST_00756,19.898087
TEST_00757,140.06934
TEST_00758,92.37915
TEST_00759,30.728601
TEST_00760,27.57728
TEST_00761,134.03409
TEST_00762,8.346304
TEST_00763,33.346775
TEST_00764,36.047485
TEST_00765,121.49684
TEST_00766,40.57112
TEST_00767,33.413254
TEST_00768,20.950085
TEST_00769,40.522522
TEST_00770,135.9206
TEST_00771,38.556335
TEST_00772,24.206205
TEST_00773,12.850277
TEST_00774,25.25299
TEST_00775,28.05413
TEST_00776,20.720835
TEST_00777,39.9839
TEST_00778,26.323082
TEST_00779,5.287342
TEST_00780,65.25673
TEST_00781,18.768545
TEST_00782,5.0961957
TEST_00783,70.59298
TEST_00784,29.09484
TEST_00785,28.373245
TEST_00786,26.152973
TEST_00787,36.689438
TEST_00788,11.159941
TEST_00789,16.765676
TEST_00790,83.898056
TEST_00791,66.28523
TEST_00792,61.229904
TEST_00793,116.324135
TEST_00794,49.50009
TEST_00795,38.228043
TEST_00796,72.65361
TEST_00797,50.360527
TEST_00798,30.655758
TEST_00799,31.242172
TEST_00800,37.281616
TEST_00801,89.02646
TEST_00802,16.242605
TEST_00803,4.673446
TEST_00804,43.832806
TEST_00805,119.003555
TEST_00806,116.13018
TEST_00807,125.66144
TEST_00808,39.90444
TEST_00809,26.764545
TEST_00810,131.61154
TEST_00811,52.205925
TEST_00812,72.56153
TEST_00813,141.82759
TEST_00814,8.354132
TEST_00815,48.85556
TEST_00816,77.53874
TEST_00817,31.870094
TEST_00818,37.477074
TEST_00819,86.85341
TEST_00820,74.73183
TEST_00821,27.196472
TEST_00822,74.25086
TEST_00823,12.53618
TEST_00824,30.71406
TEST_00825,114.80102
TEST_00826,12.716337
TEST_00827,91.15541
TEST_00828,82.31728
TEST_00829,51.082024
TEST_00830,27.013098
TEST_00831,17.014687
TEST_00832,75.92662
TEST_00833,105.55827
TEST_00834,118.74654
TEST_00835,90.66826
TEST_00836,74.57424
TEST_00837,22.456356
TEST_00838,13.292888
TEST_00839,49.409378
TEST_00840,31.277267
TEST_00841,18.828255
TEST_00842,93.663925
TEST_00843,19.654264
TEST_00844,46.386654
TEST_00845,127.15906
TEST_00846,80.05473
TEST_00847,45.033634
TEST_00848,65.71205
TEST_00849,22.61436
TEST_00850,45.743423
TEST_00851,42.514614
TEST_00852,68.84046
TEST_00853,15.255709
TEST_00854,23.551876
TEST_00855,86.53171
TEST_00856,34.50132
TEST_00857,53.289467
TEST_00858,35.717365
TEST_00859,87.18742
TEST_00860,52.283447
TEST_00861,31.457829
TEST_00862,104.226746
TEST_00863,39.793457
TEST_00864,36.581142
TEST_00865,25.086983
TEST_00866,25.633291
TEST_00867,20.68066
TEST_00868,17.279676
TEST_00869,84.5945
TEST_00870,48.266804
TEST_00871,65.39918
TEST_00872,20.53166
TEST_00873,88.4986
TEST_00874,78.88946
TEST_00875,63.88789
TEST_00876,17.781574
TEST_00877,17.327808
TEST_00878,17.976898
TEST_00879,18.12503
TEST_00880,17.837492
TEST_00881,49.507263
TEST_00882,8.2250395
TEST_00883,52.846382
TEST_00884,54.883244
TEST_00885,34.63452
TEST_00886,46.37198
TEST_00887,19.548063
TEST_00888,52.57933
TEST_00889,19.86904
TEST_00890,139.59668
TEST_00891,120.167465
TEST_00892,43.584175
TEST_00893,51.5367
TEST_00894,23.903141
TEST_00895,135.80222
TEST_00896,91.69115
TEST_00897,40.744392
TEST_00898,19.046928
TEST_00899,76.3265
TEST_00900,44.46071
TEST_00901,33.540104
TEST_00902,43.945793
TEST_00903,26.233185
TEST_00904,33.69631
TEST_00905,31.748793
TEST_00906,69.556946
TEST_00907,31.42326
TEST_00908,119.80589
TEST_00909,13.668337
TEST_00910,21.183348
TEST_00911,35.02144
TEST_00912,45.685455
TEST_00913,84.04285
TEST_00914,65.57265
TEST_00915,11.341159
TEST_00916,19.970917
TEST_00917,37.56064
TEST_00918,26.414963
TEST_00919,100.90152
TEST_00920,75.53589
TEST_00921,107.22434
TEST_00922,35.25873
TEST_00923,10.340613
TEST_00924,82.081184
TEST_00925,74.10549
TEST_00926,26.447166
TEST_00927,38.472496
TEST_00928,19.731524
TEST_00929,56.36584
TEST_00930,99.34772
TEST_00931,13.467149
TEST_00932,20.762207
TEST_00933,36.53325
TEST_00934,57.51201
TEST_00935,110.63159
TEST_00936,107.55252
TEST_00937,69.160995
TEST_00938,31.717918
TEST_00939,95.66269
TEST_00940,34.591797
TEST_00941,42.036243
TEST_00942,70.22082
TEST_00943,23.182224
TEST_00944,33.273815
TEST_00945,16.3003
TEST_00946,41.965515
TEST_00947,56.1706
TEST_00948,68.301926
TEST_00949,10.67254
TEST_00950,65.92446
TEST_00951,83.74246
TEST_00952,53.716194
TEST_00953,60.814835
TEST_00954,107.38943
TEST_00955,11.298351
TEST_00956,85.380066
TEST_00957,22.620897
TEST_00958,25.018284
TEST_00959,111.685776
TEST_00960,122.96483
TEST_00961,106.67818
TEST_00962,106.11609
TEST_00963,107.47103
TEST_00964,99.93643
TEST_00965,25.485943
TEST_00966,85.54365
TEST_00967,104.25543
TEST_00968,41.286377
TEST_00969,48.391407
TEST_00970,30.861496
TEST_00971,148.43605
TEST_00972,8.759373
TEST_00973,30.644894
TEST_00974,15.422316
TEST_00975,55.56935
TEST_00976,120.45205
TEST_00977,84.4036
TEST_00978,58.923275
TEST_00979,84.259674
TEST_00980,7.299044
TEST_00981,86.52337
TEST_00982,16.565228
TEST_00983,83.77591
TEST_00984,34.840168
TEST_00985,12.345734
TEST_00986,131.36066
TEST_00987,32.63057
TEST_00988,60.96029
TEST_00989,116.868546
TEST_00990,141.2802
TEST_00991,107.85624
TEST_00992,15.439333
TEST_00993,23.040401
TEST_00994,60.73253
TEST_00995,57.519657
TEST_00996,25.070232
TEST_00997,119.514496
TEST_00998,13.755054
TEST_00999,91.06018
TEST_01000,126.809784
TEST_01001,124.722595
TEST_01002,26.347603
TEST_01003,33.11332
TEST_01004,22.694967
TEST_01005,68.726425
TEST_01006,32.79689
TEST_01007,56.654774
TEST_01008,44.17121
TEST_01009,27.177507
TEST_01010,66.70201
TEST_01011,36.609756
TEST_01012,9.119024
TEST_01013,15.8281975
TEST_01014,44.12919
TEST_01015,34.93788
TEST_01016,110.82942
TEST_01017,31.017876
TEST_01018,36.352863
TEST_01019,35.091927
TEST_01020,31.939213
TEST_01021,31.665833
TEST_01022,13.9585085
TEST_01023,78.38172
TEST_01024,62.178345
TEST_01025,42.439068
TEST_01026,122.112015
TEST_01027,62.75889
TEST_01028,108.64597
TEST_01029,23.135225
TEST_01030,17.404171
TEST_01031,30.659172
TEST_01032,42.137894
TEST_01033,92.967316
TEST_01034,122.1557
TEST_01035,38.26679
TEST_01036,83.484886
TEST_01037,35.74008
TEST_01038,38.90928
TEST_01039,17.858025
TEST_01040,37.781193
TEST_01041,50.58347
TEST_01042,56.77079
TEST_01043,16.851467
TEST_01044,23.60879
TEST_01045,23.326221
TEST_01046,80.48421
TEST_01047,74.0197
TEST_01048,45.675137
TEST_01049,48.915855
TEST_01050,21.24895
TEST_01051,55.281994
TEST_01052,48.99973
TEST_01053,7.7429237
TEST_01054,132.12146
TEST_01055,74.707
TEST_01056,101.509766
TEST_01057,55.53128
TEST_01058,77.30851
TEST_01059,12.210098
TEST_01060,80.90611
TEST_01061,30.701168
TEST_01062,30.18321
TEST_01063,18.195763
TEST_01064,95.46892
TEST_01065,33.75647
TEST_01066,49.262104
TEST_01067,90.45698
TEST_01068,29.119152
TEST_01069,31.573627
TEST_01070,16.358732
TEST_01071,49.589973
TEST_01072,14.726332
TEST_01073,61.955284
TEST_01074,16.599316
TEST_01075,18.045115
TEST_01076,42.985954
TEST_01077,39.88992
TEST_01078,82.8689
TEST_01079,10.457958
TEST_01080,18.37248
TEST_01081,21.346895
TEST_01082,99.52853
TEST_01083,31.635378
TEST_01084,53.378925
TEST_01085,54.07627
TEST_01086,126.49572
TEST_01087,11.538727
TEST_01088,61.1138
TEST_01089,9.293393
TEST_01090,8.420872
TEST_01091,19.335695
TEST_01092,6.2814155
TEST_01093,8.141308
TEST_01094,13.823809
TEST_01095,74.76087
TEST_01096,24.057125
TEST_01097,13.592259
TEST_01098,13.653046
TEST_01099,33.98053
TEST_01100,97.051056
TEST_01101,88.48782
TEST_01102,42.55029
TEST_01103,28.41991
TEST_01104,30.927582
TEST_01105,112.04959
TEST_01106,101.30596
TEST_01107,87.03458
TEST_01108,102.14538
TEST_01109,148.37552
TEST_01110,72.01545
TEST_01111,33.85238
TEST_01112,19.561165
TEST_01113,64.133255
TEST_01114,18.72962
TEST_01115,98.12207
TEST_01116,16.803318
TEST_01117,34.731853
TEST_01118,34.24176
TEST_01119,82.76613
TEST_01120,93.43219
TEST_01121,80.19385
TEST_01122,16.465406
TEST_01123,45.57358
TEST_01124,44.774185
TEST_01125,96.327255
TEST_01126,40.13301
TEST_01127,96.79943
TEST_01128,40.926376
TEST_01129,41.085133
TEST_01130,30.592405
TEST_01131,27.090584
TEST_01132,81.99474
TEST_01133,20.598602
TEST_01134,27.633072
TEST_01135,118.96868
TEST_01136,6.198454
TEST_01137,38.281776
TEST_01138,104.524704
TEST_01139,25.151314
TEST_01140,30.811703
TEST_01141,63.533752
TEST_01142,25.429714
TEST_01143,24.247656
TEST_01144,17.92967
TEST_01145,112.15686
TEST_01146,112.919106
TEST_01147,9.186686
TEST_01148,60.724228
TEST_01149,137.242
TEST_01150,47.118187
TEST_01151,79.633606
TEST_01152,44.49845
TEST_01153,13.662902
TEST_01154,69.20651
TEST_01155,27.11012
TEST_01156,11.951778
TEST_01157,36.62863
TEST_01158,73.03873
TEST_01159,96.618805
TEST_01160,127.23646
TEST_01161,80.25192
TEST_01162,24.276562
TEST_01163,70.172874
TEST_01164,36.739517
